Cislo,Lokalita,Doplnky,Status,Vykon,Rozpocet,Celkova_cena_bez_DPH,Zdroj,Prvni_poptavka,Odeslana_nabidka,Odeslani_zadosti,Uzavreni_smlouvy_o_dilo,Datum_prvni_zalohy,Prvni_zaloha,Datum_prvni_uhrady,Zahajeni_stavby,Ukonceni_stavby,Datum_druhe_zalohy,Druha_zaloha,Datum_druhe_uhrady,Datum_revize,Zadost_o_PPP,PPP,Datum_predani,Datum_treti_zalohy,Treti_zaloha,Datum_treti_uhrady,Podani_zadosti_o_dotaci
449,Lešná,JG,Nerealizovano,6.44,359503.00,446816.00,Externi,23/06/2022,15/09/2022,,,, 308303.04 ,,,,, 154151.52 ,,,,,,, 51383.84 ,,
450,Pašovice,,Odlozeno,7.36,358946.00,445822.00,Externi,02/09/2022,12/09/2022,,,, 307617.18 ,,,,, 153808.59 ,,,,,,, 51269.53 ,,
451,Prostějov,WB,Nerealizovano,6.9,393003.00,490391.00,Externi,24/06/2022,13/09/2022,,,, 338369.79 ,,,,, 169184.90 ,,,,,,, 56394.97 ,,
452,Hodonín,DŠ,Nerealizovano,,,,Externi,02/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
453,Vracov,"WB, PS",Odeslana_CN,,,,Interni,02/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
454,Brno,DŠ,Nerealizovano,5.52,347645.00,432411.00,Externi,02/09/2022,16/09/2022,,,, 298363.59 ,,,,, 149181.80 ,,,,,,, 49727.27 ,,
455,Prostějov,DŠ,Nerealizovano,9.66,431003.00,535424.00,Externi,02/09/2022,07/09/2022,,,, 369442.56 ,,,,, 184721.28 ,,,,,,, 61573.76 ,,
456,Zlín,DŠ,Nerealizovano,9.66,429275.00,533178.00,Externi,02/09/2022,12/09/2022,,,, 367892.82 ,,,,, 183946.41 ,,,,,,, 61315.47 ,,
457,Olešná,DŠ,Nerealizovano,,,,Externi,02/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
458,Hodonín,"WB,PS",Nerealizovano,5.52,380037.00,474708.00,Externi,31/05/2022,15/09/2022,,,, 327548.52 ,,,,, 163774.26 ,,,,,,, 54591.42 ,,
459,Jeníkovice u Pardubic,,Nerealizovano,6.44,380044.00,471932.00,Externi,30/05/2022,08/09/2022,,,, 325633.08 ,,,,, 162816.54 ,,,,,,, 54272.18 ,,
460,Kostelec na Hané,,Nerealizovano,3.68,187345.00,235702.00,Externi,28/05/2022,12/09/2022,,,, 162634.38 ,,,,, 81317.19 ,,,,,,, 27105.73 ,,
461,Břeclav,,Odlozeno,,,,Externi,11/04/2022,,,,, - ,,,,, - ,,,,,,, - ,,
462,Hlušovice,,Nerealizovano,9.66,433403.00,538544.00,Externi,03/05/2022,08/09/2022,,,, 371595.36 ,,,,, 185797.68 ,,,,,,, 61932.56 ,,
463,,LM,Nerealizovano,,,,Externi,18/07/2022,,,,, - ,,,,, - ,,,,,,, - ,,
464,,LM,Nerealizovano,9.66, 392621 , 488917 ,Externi,04/09/2022,12/09/2022,,,, 337352.73 ,,,,, 168676.37 ,,,,,,, 56225.46 ,,
465,,"LM,WB",Nerealizovano,,,,Externi,04/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
466,Mikulčice,,Odlozeno,,,,Interni,05/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
467,Břeclav,,Odeslana_CN,9.66,392621.00,488917.00,Interni,05/09/2022,14/09/2022,,,, 337352.73 ,,,,, 168676.37 ,,,,,,, 56225.46 ,,
468,Hodonín,,Odlozeno,6.44,349737.00,434121.00,Interni,05/09/2022,14/09/2022,,,, 299543.49 ,,,,, 149771.75 ,,,,,,, 49923.92 ,,
469,Terezín,,Odlozeno,9.6,398513.00,496872.00,Interni,07/09/2022,22/09/2022,,,, 342841.68 ,,,,, 171420.84 ,,,,,,, 57140.28 ,,
470,Křemže,,Odeslana_CN,9.66,444423.00,549496.00,Externi,05/09/2022,15/09/2022,,,, 379152.24 ,,,,, 189576.12 ,,,,,,, 63192.04 ,,
471,Břeclav,,Odeslana_CN,9.66,392621.00,488917.00,Interni,05/09/2022,14/09/2022,,,, 337352.73 ,,,,, 168676.37 ,,,,,,, 56225.46 ,,
472,Rohatec,,Ukonceno,9.66,423774.00,530501.00,Interni,05/09/2022,04/11/2022,10/11/2022,,, 366045.69 ,,,,, 183022.85 ,,,,,,, 61007.62 ,,
473,Cvrčovice u Pohořelic,ET,Odeslana_CN,9.66,394707.00,491629.00,Interni,05/09/2022,16/09/2022,,,, 339224.01 ,,,,, 169612.01 ,,,,,,, 56537.34 ,,
474,Podolí u Brna,ET,Nerealizovano,,,,Interni,05/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
475,Krhanice,DŠ,Nerealizovano,9.66,438657.00,547257.00,Interni,05/09/2022,16/09/2022,,,, 377607.33 ,,,,, 188803.67 ,,,,,,, 62934.56 ,,
476,Zdiby,ET,Odlozeno,7.36,382677.00,477151.00,Interni,06/09/2022,16/09/2022,,,, 329234.19 ,,,,, 164617.10 ,,,,,,, 54872.37 ,,
477,Brandýs nad Labem,ET,Nerealizovano,,,,Interni,06/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
478,Písková Lhota,,Odlozeno,9.66,403754.00,498981.00,Interni,06/09/2022,15/09/2022,,,, 344296.89 ,,,,, 172148.45 ,,,,,,, 57382.82 ,,
479,Drahany,ET,Nerealizovano,,,,Interni,06/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
480,Náchod,ET,Nerealizovano,,,,Externi,07/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
481,Doubek,ET,Nerealizovano,,,,Interni,07/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
482,Křesetice,ET,Nerealizovano,,,,Interni,07/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
483,Praha-Stodůlky,ET,Nerealizovano,,,,Interni,08/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
484,Kralupy nad Vltavou,ET,Nerealizovano,,,,Interni,08/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
485,Svatobořice-Mistřín,LM,Nerealizovano,6.44,349737.00,434121.00,Interni,09/09/2022,15/09/2022,,,, 299543.49 ,,,,, 149771.75 ,,,,,,, 49923.92 ,,
486,Rakovník,,Nerealizovano,,,,Interni,09/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
487,Bělkovice - Laštany,ET,Nerealizovano,,,,Interni,09/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
488,Březnice,,Ukonceno,9.66,365010.00,535035.00,Interni,13/09/2022,13/09/2022,27/10/2022,,, 369174.15 ,,,,, 184587.08 ,,,,,,, 61529.03 ,,
489,Uherské Hradiště,,Nerealizovano,,,,Interni,14/09/2022,01/01/2020,,,, - ,,,,, - ,,,,,,, - ,,
490,Ratíškovice,ET,Odlozeno,6.44,337546.00,418184.00,Interni,15/09/2022,16/09/2022,,,, 288546.96 ,,,,, 144273.48 ,,,,,,, 48091.16 ,,
491,Petřvald,,Odeslana_CN,9.66,405939.00,503610.00,Interni,15/09/2022,22/09/2022,,,, 347490.90 ,,,,, 173745.45 ,,,,,,, 57915.15 ,,
492,Radim,,Nerealizovano,8.28,370389.00,461777.00,Interni,14/09/2022,20/09/2022,,,, 318626.13 ,,,,, 159313.07 ,,,,,,, 53104.36 ,,
493,Radějovice,,Odeslana_CN,9.9,396909.00,489647.00,Interni,12/09/2022,20/09/2022,,,, 337856.43 ,,,,, 168928.22 ,,,,,,, 56309.41 ,,
494,Růmy-Zlín,PS,Nerealizovano,9.66,422343.00,521200.00,Interni,12/09/2022,20/09/2022,,,, 359628.00 ,,,,, 179814.00 ,,,,,,, 59938.00 ,,
495,Buštěhrad,,Nerealizovano,,,,Interni,14/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
496,Kladno,,Nerealizovano,,,,Interni,15/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
497,Brno,,Nerealizovano, ,,,Interni,15/09/2022,01/01/2020,,,, - ,,,,, - ,,,,,,, - ,,
498,Zlín,,Ukonceno,9.66,452969.00,565286.00,Interni,13/09/2022,13/09/2022,21/09/2022,,, 390047.34 ,,,,, 195023.67 ,,,,,,, 65007.89 ,,
499,Libušín,DŠ,Nerealizovano,,,,Interni,19/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
500,Prachatice,DŠ,Nerealizovano,6.44,374438.00,461431.00,Interni,20/09/2022,22/09/2022,,,, 318387.39 ,,,,, 159193.70 ,,,,,,, 53064.57 ,,
501,Prachatice,DŠ,Nerealizovano,,,,Interni,20/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
502,Mírovice,DŠ,Nerealizovano,9.66, 448897.00 ,556857.00,Interni,20/09/2022,22/09/2022,,,, 384231.33 ,,,,, 192115.67 ,,,,,,, 64038.56 ,,
503,Veverská Bítýška,,Odlozeno,5.52, 335096.00 ,415365.00,Interni,20/09/2022,22/09/2022,,,, 286601.85 ,,,,, 143300.93 ,,,,,,, 47766.98 ,,
504,Olomouc,DŠ,Nerealizovano,9.66, 399027.00 ,497245.00,Interni,20/09/2022,22/09/2022,,,, 343099.05 ,,,,, 171549.53 ,,,,,,, 57183.18 ,,
505,Čejkovice,,Nerealizovano,,,,Interni,20/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
506,Bášť,,Ukonceno,4.6,,386061.00,Interni,21/09/2022,21/09/2022,23/09/2023,,, 266382.09 ,,,,, 133191.05 ,,,,,,, 44397.02 ,,
507,Břeclav,,Odeslana_CN,7.82,377589.00,463592.00,Externi,27/09/2022,03/10/2022,,,, 319878.48 ,,,,, 159939.24 ,,,,,,, 53313.08 ,,
508,Holešov,"JH,DŠ",Nerealizovano,,,,Interni,22/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
509,Ořech,,Nerealizovano,,,,Interni,23/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
510,Domašov,,Nerealizovano,,,,Interni,26/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
511,Uhřice,,Nerealizovano,,,,Interni,26/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
512,Hustopeče,PS,Nerealizovano,8.28,387547.00,483666.00,Externi,27/09/2022,27/09/2022,,,, 333729.54 ,,,,, 166864.77 ,,,,,,, 55621.59 ,,
513,Bohuslavice u Zlína,,Odlozeno,,,,Interni,29/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
514,Bohuslavice u Zlína,,Odlozeno,,,,Interni,29/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
515,Zlechov,,Odlozeno,,,,Interni,29/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
516,Havřice,,Odeslana_CN,jh,,437098.00,Interni,29/09/2022,,,,, 301597.62 ,,,,, 150798.81 ,,,,,,, 50266.27 ,,
517,Vnorovy,,Odlozeno,9.66,393221.00,489728.00,Interni,30/09/2022,05/10/2022,,,, 337912.32 ,,,,, 168956.16 ,,,,,,, 56318.72 ,,
518,Zvotoly,DŠ,Nerealizovano,9.66,419667.00,517837.00,Externi,30/09/2022,04/10/2022,,,, 357307.53 ,,,,, 178653.77 ,,,,,,, 59551.26 ,,
519,Hartinkov,DŠ,Nerealizovano,9.66,434497.00,543513.00,Externi,30/09/2022,05/10/2022,,,, 375023.97 ,,,,, 187511.99 ,,,,,,, 62504.00 ,,
520,,DŠ,Nerealizovano,,,,Externi,30/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
521,Bystřice pod Lopeníkem,DŠ,Nerealizovano,5.52,332024.00,411371.00,Externi,30/09/2022,04/10/2022,,,, 283845.99 ,,,,, 141923.00 ,,,,,,, 47307.67 ,,
522,?,DŠ,Nerealizovano,,,,Externi,30/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
523,,DŠ,Nerealizovano,,,,Externi,30/09/2022,,,,, - ,,,,, - ,,,,,,, - ,,
524,Čejč,"PS, W",Ukonceno,7.36,430377.00,534068.00,Externi,30/09/2022,14/10/2022,18/10/2022,,, 368506.92 ,,,,, 184253.46 ,,,,,,, 61417.82 ,,
525,Spořice,DŠ,Nerealizovano,5.52,363776.00,452806.00,Externi,30/09/2022,05/10/2022,,,, 312436.14 ,,,,, 156218.07 ,,,,,,, 52072.69 ,,
526,Moravské Bránice,PS,Ukonceno,6.44,372387.00,464635.00,Interni,30/09/2022,05/10/2022,24/10/2022,,, 320598.15 ,,,,, 160299.08 ,,,,,,, 53433.03 ,,
527,Rabštejn,DŠ,Nerealizovano,9.66,407867.00,506797.00,Interni,30/09/2022,05/10/2022,,,, 349689.93 ,,,,, 174844.97 ,,,,,,, 58281.66 ,,
528,Valtice,,Odeslana_CN,9.66,394821.00,491888.00,Interni,27/09/2022,04/10/2022,,,, 339402.72 ,,,,, 169701.36 ,,,,,,, 56567.12 ,,
529,Hodonín,DŠ,Nerealizovano,,,,Externi,04/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
530,?,,Odlozeno,7.36,358946.00,445822.00,Externi,04/10/2022,06/10/2022,,,, 307617.18 ,,,,, 153808.59 ,,,,,,, 51269.53 ,,
531,Žarošice 376,DŠ,Nerealizovano,7.36,358946.00,445822.00,Externi,04/10/2022,10/10/2022,,,, 307617.18 ,,,,, 153808.59 ,,,,,,, 51269.53 ,,
532,Žarošice 53,DŠ,Nerealizovano,7.36,358946.00,445822.00,Externi,04/10/2022,10/10/2022,,,, 307617.18 ,,,,, 153808.59 ,,,,,,, 51269.53 ,,
533,Lelekovice,PS,Odlozeno,9.66,429705.00,538747.00,Externi,04/10/2022,13/10/2022,,,, 371735.43 ,,,,, 185867.72 ,,,,,,, 61955.91 ,,
534,Rohatec,,Odeslana_CN,9.2,418867.00,524716.00,Interni,04/10/2022,05/10/2022,,,, 362054.04 ,,,,, 181027.02 ,,,,,,, 60342.34 ,,
535,Hlásná Třebaň,,Odeslana_CN,5.98,374274.00,460620.00,Interni,05/10/2022,06/10/2022,,,, 317827.80 ,,,,, 158913.90 ,,,,,,, 52971.30 ,,
536,Luhačovice,,Odlozeno,,,,Externi,05/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
537,Čejkovice,,Odeslana_CN,9.2,257328.00,325234.00,Interni,05/10/2022,05/10/2022,,,, 224411.46 ,,,,, 112205.73 ,,,,,,, 37401.91 ,,
538,Střílky,"JH,DŠ",Nerealizovano,,,,Interni,06/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
539,Vsetín,"JH,DŠ",Nerealizovano,,,,Interni,06/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
540,Šternberk,DŠ,Nerealizovano,,,,Interni,07/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
541,Slušovice,DŠ,Nerealizovano,,,,Externi,07/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
542,Praha 5 - Zbraslav,DŠ,Nerealizovano,9.66,422581.00,528766.00,Interni,07/10/2022,,,,, 364848.54 ,,,,, 182424.27 ,,,,,,, 60808.09 ,,
543,Kašnice,,Ukonceno,5.52,331927.00,411330.00,Interni,10/10/2022,12/10/2022,18/10/2022,,, 283817.70 ,,,,, 141908.85 ,,,,,,, 47302.95 ,,
544,Litovel,PS,Nerealizovano,,,,Interni,11/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
545,Předboj,,Odeslana_CN,7.36,405773.00,497166.00,Externi,11/10/2022,,,,, 343044.54 ,,,,, 171522.27 ,,,,,,, 57174.09 ,,
546,Kyjov,,Nepotvrzena_realizace,,,,Interni,11/10/2022,,18/10/2022,,, - ,,,,, - ,,,,,,, - ,,
547,Kovanice,,Odlozeno,7.36,381268.00,469464.00,Externi,13/10/2022,18/10/2022,,,, 323930.16 ,,,,, 161965.08 ,,,,,,, 53988.36 ,,
548,Kyjov,PS,Nerealizovano,6.44,369107.00,460271.00,Interni,13/10/2022,18/10/2022,,,, 317586.99 ,,,,, 158793.50 ,,,,,,, 52931.17 ,,
549,Hodonín,,Odeslana_CN,5.52,298331.00,370918.00,Interni,12/10/2022,11/11/2022,,,, 255933.42 ,,,,, 127966.71 ,,,,,,, 42655.57 ,,
550,Netvořice,2xWB,Odeslana_CN,9.66,482193.00,596179.00,Interni,14/10/2022,20/10/2022,,,, 411363.51 ,,,,, 205681.76 ,,,,,,, 68560.59 ,,
551,Brandýs nad Labem,,Odlozeno,,,,Interni,14/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
552,Břeclav,PS,Odeslana_CN,9.66,421877.00,528413.00,Interni,17/10/2022,19/10/2022,,,, 364604.97 ,,,,, 182302.49 ,,,,,,, 60767.50 ,,
553,Břeclav,PS,Odeslana_CN,5.52,348487.00,433686.00,Interni,17/10/2022,19/10/2022,,,, 299243.34 ,,,,, 149621.67 ,,,,,,, 49873.89 ,,
554,Tetčice,,Nerealizovano,,,,Interni,17/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
555,Bartošovice,,Nerealizovano,,,,Externi,,,,,, - ,,,,, - ,,,,,,, - ,,
556,Komárov,v jednání EM,,,,,Interni,,,,,, - ,,,,, - ,,,,,,, - ,,
557,Hrušky,,Odeslana_CN,5.52,342661.00,425821.00,Interni,17/10/2022,19/10/2022,,,, 293816.49 ,,,,, 146908.25 ,,,,,,, 48969.42 ,,
558,Němčice ,,Nerealizovano,9.66,436136.00,532702.00,Interni,18/10/2022,27/10/2022,,,, 367564.38 ,,,,, 183782.19 ,,,,,,, 61260.73 ,,
559,Přerov IX - Lýsky,,Nerealizovano,,,,Interni,18/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
560,Pstruží,"PS,TČ",Odlozeno,9.66,414296.00,512442.00,Interni,18/10/2022,23/11/2022,,,, 353584.98 ,,,,, 176792.49 ,,,,,,, 58930.83 ,,
561,Šardice,,Nepotvrzena_realizace,9.66,396794.00,494552.00,Interni,18/10/2022,19/10/2022,24/10/2022,,, 341240.88 ,,,,, 170620.44 ,,,,,,, 56873.48 ,,
562,Frenštát pod Radhoštěm,,Odeslana_CN,5.52,325991.00,407917.00,Externi,19/10/2022,24/10/2022,,,, 281462.73 ,,,,, 140731.37 ,,,,,,, 46910.46 ,,
563,Hrušky,,Odlozeno,,,,Externi,19/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
564,Písečná,WB,Odeslana_CN,5.52,344233.00,430788.00,Externi,20/10/2022,21/10/2022,,,, 297243.72 ,,,,, 148621.86 ,,,,,,, 49540.62 ,,
565,Doubravčice,,,,,,Interni,20/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
566,Čejkovice,,Odeslana_CN,6.44,355972.00,442223.00,Interni,20/10/2022,08/11/2022,,,, 305133.87 ,,,,, 152566.94 ,,,,,,, 50855.65 ,,
567,Koryčany,,Odeslana_CN,9.66,383281.00,470993.00,Externi,21/10/2022,02/11/2022,,,, 324985.17 ,,,,, 162492.59 ,,,,,,, 54164.20 ,,
568,Ratíškovice,,Nerealizovano,,,,Interni,21/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
569,Mosty u Jablůnkova,"WB, TČ",Odeslana_CN,9.66,439561.00,549966.00,Externi,24/10/2022,,,,, 379476.54 ,,,,, 189738.27 ,,,,,,, 63246.09 ,,
570,Kunovice,,Odeslana_CN,,,,Externi,24/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
571,Vacenovice,,Odeslana_CN,7.36,365022.00,453664.00,Interni,24/10/2022,10/11/2022,,,, 313028.16 ,,,,, 156514.08 ,,,,,,, 52171.36 ,,
572,Kyjov,,Odlozeno,,,,Interni,25/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
573,Šardice,,Ukonceno,9.66,394830.00,491900.00,Externi,25/10/2022,03/11/2022,21/11/2022,,, 339411.00 ,,,,, 169705.50 ,,,,,,, 56568.50 ,,
574,Ratiškovice,,Odeslana_CN,9.66,280769.00,354141.00,Interni,25/10/2022,07/11/2022,,,, 244357.29 ,,,,, 122178.65 ,,,,,,, 40726.22 ,,
575,Hodonín,DŠ,Nerealizovano,2.76,105014.00,134820.00,Externi,24/10/2022,31/10/2022,,,, 93025.80 ,,,,, 46512.90 ,,,,,,, 15504.30 ,,
576,Čejč,PS,Odeslana_CN,9.66,421877.00,518713.00,Externi,25/10/2022,04/11/2022,,,, 357911.97 ,,,,, 178955.99 ,,,,,,, 59652.00 ,,
577,Ostrava,,,,,,Interni,,,,,, - ,,,,, - ,,,,,,, - ,,
578,Ratiškovice,doplnění panelů,Odeslana_CN,1.38,,35450.00,Interni,,25/10/2022,,,, 24460.50 ,,,,, 12230.25 ,,,,,,, 4076.75 ,,
579,Luhačovice,,Odlozeno,,,,Externi,31/10/2022,,,,, - ,,,,, - ,,,,,,, - ,,
580,Částkov,,Odeslana_CN,8.28,381698.00,475208.00,Externi,31/10/2022,08/11/2022,,,, 327893.52 ,,,,, 163946.76 ,,,,,,, 54648.92 ,,
581,Rohatec,,Odeslana_CN,9.66,,,Externi,31/10/2022,24/11/2022,,,, - ,,,,, - ,,,,,,, - ,,
582,,,Nerealizovano,,,,Externi,,,,,, - ,,,,, - ,,,,,,, - ,,
583,Břeclav,,Odeslana_CN,8.28,385849.00,480519.00,Externi,03/11/2022,24/11/2022,,,, 331558.11 ,,,,, 165779.06 ,,,,,,, 55259.69 ,,
584,,DŠ,Nerealizovano,,,,Externi,03/11/2022,,,,, - ,,,,, - ,,,,,,, - ,,
585,Hodonín,PS+WB,Ukonceno,9.66,460152.00,534724.00,Externi,03/11/2022,04/11/2022,22/11/2022,,, 368959.56 ,,,,, 184479.78 ,,,,,,, 61493.26 ,,
586,Lipov,,Odlozeno,,,,Externi,05/11/2022,,,,, - ,,,,, - ,,,,,,, - ,,
587,Lednice,,Ukonceno,9.66,400210.00,498690.00,Interni,07/11/2022,08/11/2022,23/11/2022,,, 344096.10 ,,,,, 172048.05 ,,,,,,, 57349.35 ,,
588,Ratiškovice,LM,Nerealizovano,,,,Interni,07/11/2022,,,,, - ,,,,, - ,,,,,,, - ,,
589,Ratiškovice,,Nerealizovano,,,,Interni,07/11/2022,,,,, - ,,,,, - ,,,,,,, - ,,
590,Horní Věstonice,,Odeslana_CN,7.36,370051.00,460373.00,Externi,09/11/2022,09/11/2022,,,, 317657.37 ,,,,, 158828.69 ,,,,,,, 52942.90 ,,
591,Dubňany 42,,Odeslana_CN,7.36,364480.00,452932.00,Externi,11/11/2022,24/11/2022,,,, 312523.08 ,,,,, 156261.54 ,,,,,,, 52087.18 ,,
592,Šardice 572,,Ukonceno,9.66,394830.00,491900.00,Externi,14/11/2022,15/11/2022,21/11/2022,,, 339411.00 ,,,,, 169705.50 ,,,,,,, 56568.50 ,,
593,Dehtáry 42,,Odeslana_CN,9.66,491301.00,598326.00,Externi,14/11/2022,21/11/2022,,,, 412844.94 ,,,,, 206422.47 ,,,,,,, 68807.49 ,,
594,Hlohovec,WB,Odeslana_CN,9.66,405564.00,505919.00,Externi,15/11/2022,21/11/2022,,,, 349084.11 ,,,,, 174542.06 ,,,,,,, 58180.69 ,,
595,Praha 10,WB,Odeslana_CN,5.52,372825.00,461533.00,Externi,15/11/2022,21/11/2022,,,, 318457.77 ,,,,, 159228.89 ,,,,,,, 53076.30 ,,
596,Strážnice,,Odeslana_CN,5.52,333902.00,413726.00,Externi,19/11/2022,22/11/2022,,,, 285470.94 ,,,,, 142735.47 ,,,,,,, 47578.49 ,,
597,,,,,,,Interni,,,,,, - ,,,,, - ,,,,,,, - ,,
